res1,res2,pair,ind1,ind2,roh1,roh2,roh3,roh12,roh23,roh34,ind1roh1,ind1roh2,ind1roh12,ind1roh23,ind1roh3,ind2roh1,ind2roh2,ind2roh12,ind2roh23,ind2roh3
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW3,BEN_NW9,721470794,671803496,419724608,49667298,252078888,109693426,1280728709,1240123254,40605455,207797688,1032325566,1246521228,1203200533,43320695,216389572,986810961
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW10,764437292,727626566,452792346,36810726,274834220,190479179,1219365724,1186222475,33143249,158691252,1027531223,1266198710,1229664069,36534641,328923565,900740504
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW11,605851185,568308552,355861560,37542633,212446992,125611510,1219365724,1186222475,33143249,158691252,1027531223,997123987,950413379,46710608,263905963,686507416
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW12,784320109,747029552,538608276,37290557,208421276,124539269,1219365724,1186222475,33143249,158691252,1027531223,1267506856,1231795407,35711449,227052846,1004742561
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW13,742604561,705041058,440291777,37563503,264749281,172571770,1219365724,1186222475,33143249,158691252,1027531223,1183131254,1138285233,44846021,344174628,794110605
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW14,766733365,727374165,553696606,39359200,173677559,102574945,1219365724,1186222475,33143249,158691252,1027531223,1235716540,1190952996,44763544,177541519,1013411477
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW17,652300745,617702639,386974776,34598106,230727863,125361284,1219365724,1186222475,33143249,158691252,1027531223,1116321554,1085802823,30518731,256140006,829662817
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW18,821086629,783158236,558411700,37928393,224746536,146492332,1219365724,1186222475,33143249,158691252,1027531223,1339364699,1300736006,38628693,242877521,1057858485
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW19,625364412,584953058,379072305,40411354,205880753,72415925,1219365724,1186222475,33143249,158691252,1027531223,1081768306,1036331080,45437226,232322355,804008725
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW20,672202918,621316154,261236401,50886764,360079753,134082835,1219365724,1186222475,33143249,158691252,1027531223,1086271749,1022278981,63992768,541693814,480585167
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW24,674781901,629693712,366372303,45088189,263321409,156429641,1219365724,1186222475,33143249,158691252,1027531223,1159641386,1113494396,46146990,301627698,811866698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW3,765303416,728466251,525767965,36837165,202698286,107031805,1219365724,1186222475,33143249,158691252,1027531223,1280728709,1240123254,40605455,207797688,1032325566
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW5,622537870,576228784,371181010,46309086,205047774,90961879,1219365724,1186222475,33143249,158691252,1027531223,977809134,918585062,59224072,241966240,676618822
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW55,704307169,657716273,315744722,46590896,341971551,159097126,1219365724,1186222475,33143249,158691252,1027531223,1131174741,1073214798,57959943,534097691,539117107
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW57,677613331,617094409,224300437,60518922,392793972,124650674,1219365724,1186222475,33143249,158691252,1027531223,1180288036,1103120235,77167801,638361097,464759138
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW6,599187739,561325651,361160829,37862088,200164822,93809818,1219365724,1186222475,33143249,158691252,1027531223,992143483,946435718,45707765,248527765,697907953
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW8,772408360,732903954,488970871,39504406,243933083,182300188,1219365724,1186222475,33143249,158691252,1027531223,1196839698,1156984240,39855458,275076038,881908202
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW4,BEN_NW9,861455400,821468808,612362146,39986592,209106662,126446201,1219365724,1186222475,33143249,158691252,1027531223,1246521228,1203200533,43320695,216389572,986810961
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW10,608066748,556378431,292790042,51688317,263588389,125466686,977809134,918585062,59224072,241966240,676618822,1266198710,1229664069,36534641,328923565,900740504
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW11,565218417,519898038,306640941,45320379,213257097,95515600,977809134,918585062,59224072,241966240,676618822,997123987,950413379,46710608,263905963,686507416
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW12,596091821,544556878,302799719,51534943,241757159,93436973,977809134,918585062,59224072,241966240,676618822,1267506856,1231795407,35711449,227052846,1004742561
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW13,624149989,574111854,309249612,50038135,264862242,104931240,977809134,918585062,59224072,241966240,676618822,1183131254,1138285233,44846021,344174628,794110605
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW14,570115591,517546711,319440160,52568880,198106551,66358537,977809134,918585062,59224072,241966240,676618822,1235716540,1190952996,44763544,177541519,1013411477
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW17,525847218,485327891,254216773,40519327,231111118,99656147,977809134,918585062,59224072,241966240,676618822,1116321554,1085802823,30518731,256140006,829662817
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW18,639777240,587329280,342333966,52447960,244995314,116336301,977809134,918585062,59224072,241966240,676618822,1339364699,1300736006,38628693,242877521,1057858485
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW19,556710176,506829798,287990957,49880378,218838841,83555581,977809134,918585062,59224072,241966240,676618822,1081768306,1036331080,45437226,232322355,804008725
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW20,535930929,474365324,168570328,61565605,305794996,88456310,977809134,918585062,59224072,241966240,676618822,1086271749,1022278981,63992768,541693814,480585167
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW24,619669824,566024334,310921596,53645490,255102738,111793300,977809134,918585062,59224072,241966240,676618822,1159641386,1113494396,46146990,301627698,811866698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW3,602408072,551161302,315391557,51246770,235769745,84093210,977809134,918585062,59224072,241966240,676618822,1280728709,1240123254,40605455,207797688,1032325566
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW4,622537870,576228784,371181010,46309086,205047774,90961879,977809134,918585062,59224072,241966240,676618822,1219365724,1186222475,33143249,158691252,1027531223
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW55,607698052,550699358,229640343,56998694,321059015,113604185,977809134,918585062,59224072,241966240,676618822,1131174741,1073214798,57959943,534097691,539117107
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW57,585164551,517936269,161285531,67228282,356650738,91269199,977809134,918585062,59224072,241966240,676618822,1180288036,1103120235,77167801,638361097,464759138
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW6,513216491,468456504,246334233,44759987,222122271,79102006,977809134,918585062,59224072,241966240,676618822,992143483,946435718,45707765,248527765,697907953
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW8,590187802,539784692,286731419,50403110,253053273,110006105,977809134,918585062,59224072,241966240,676618822,1196839698,1156984240,39855458,275076038,881908202
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW5,BEN_NW9,608678093,554415853,323451392,54262240,230964461,90763813,977809134,918585062,59224072,241966240,676618822,1246521228,1203200533,43320695,216389572,986810961
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW10,710145193,656948170,240023544,53197023,416924626,153134777,1131174741,1073214798,57959943,534097691,539117107,1266198710,1229664069,36534641,328923565,900740504
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW11,630354706,579089524,246753348,51265182,332336176,136839768,1131174741,1073214798,57959943,534097691,539117107,997123987,950413379,46710608,263905963,686507416
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW12,706297192,654706943,255627942,51590249,399079001,143695682,1131174741,1073214798,57959943,534097691,539117107,1267506856,1231795407,35711449,227052846,1004742561
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW13,730701720,673132939,274538089,57568781,398594850,154467816,1131174741,1073214798,57959943,534097691,539117107,1183131254,1138285233,44846021,344174628,794110605
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW14,722334935,667035224,298311888,55299711,368723336,160875007,1131174741,1073214798,57959943,534097691,539117107,1235716540,1190952996,44763544,177541519,1013411477
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW17,616639204,571870792,205926655,44768412,365944137,133269005,1131174741,1073214798,57959943,534097691,539117107,1116321554,1085802823,30518731,256140006,829662817
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW18,785322935,726723439,300268909,58599496,426454530,164033840,1131174741,1073214798,57959943,534097691,539117107,1339364699,1300736006,38628693,242877521,1057858485
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW19,620987513,568064371,237256430,52923142,330807941,132005954,1131174741,1073214798,57959943,534097691,539117107,1081768306,1036331080,45437226,232322355,804008725
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW20,633494136,574201856,187035362,59292280,387166494,117918381,1131174741,1073214798,57959943,534097691,539117107,1086271749,1022278981,63992768,541693814,480585167
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW24,629096628,569988495,213121479,59108133,356867016,134109572,1131174741,1073214798,57959943,534097691,539117107,1159641386,1113494396,46146990,301627698,811866698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW3,702780062,645862103,269280768,56917959,376581335,155726406,1131174741,1073214798,57959943,534097691,539117107,1280728709,1240123254,40605455,207797688,1032325566
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW4,704307169,657716273,315744722,46590896,341971551,159097126,1131174741,1073214798,57959943,534097691,539117107,1219365724,1186222475,33143249,158691252,1027531223
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW5,607698052,550699358,229640343,56998694,321059015,113604185,1131174741,1073214798,57959943,534097691,539117107,977809134,918585062,59224072,241966240,676618822
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW57,701335152,632216323,200037172,69118829,432179151,116796088,1131174741,1073214798,57959943,534097691,539117107,1180288036,1103120235,77167801,638361097,464759138
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW6,684400920,634185498,252518002,50215422,381667496,142950075,1131174741,1073214798,57959943,534097691,539117107,992143483,946435718,45707765,248527765,697907953
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW8,651386972,598019097,216744581,53367875,381274516,124605644,1131174741,1073214798,57959943,534097691,539117107,1196839698,1156984240,39855458,275076038,881908202
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW55,BEN_NW9,687599085,634798768,265420582,52800317,369378186,148555555,1131174741,1073214798,57959943,534097691,539117107,1246521228,1203200533,43320695,216389572,986810961
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW10,723198929,655225116,207556147,67973813,447668969,136611221,1180288036,1103120235,77167801,638361097,464759138,1266198710,1229664069,36534641,328923565,900740504
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW11,620340196,560795480,175867369,59544716,384928111,99971196,1180288036,1103120235,77167801,638361097,464759138,997123987,950413379,46710608,263905963,686507416
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW12,715827266,651872955,218289616,63954311,433583339,123349350,1180288036,1103120235,77167801,638361097,464759138,1267506856,1231795407,35711449,227052846,1004742561
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW13,698439717,632266755,215673184,66172962,416593571,124014432,1180288036,1103120235,77167801,638361097,464759138,1183131254,1138285233,44846021,344174628,794110605
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW14,722969706,654846235,236448000,68123471,418398235,129951086,1180288036,1103120235,77167801,638361097,464759138,1235716540,1190952996,44763544,177541519,1013411477
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW17,645912366,587368094,175723375,58544272,411644719,116671146,1180288036,1103120235,77167801,638361097,464759138,1116321554,1085802823,30518731,256140006,829662817
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW18,792446832,720420933,245447564,72025899,474973369,156508887,1180288036,1103120235,77167801,638361097,464759138,1339364699,1300736006,38628693,242877521,1057858485
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW19,632151303,565486191,186751113,66665112,378735078,121018078,1180288036,1103120235,77167801,638361097,464759138,1081768306,1036331080,45437226,232322355,804008725
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW20,668708667,604990482,204745137,63718185,400245345,128204132,1180288036,1103120235,77167801,638361097,464759138,1086271749,1022278981,63992768,541693814,480585167
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW24,651947190,579126645,176850235,72820545,402276410,118149265,1180288036,1103120235,77167801,638361097,464759138,1159641386,1113494396,46146990,301627698,811866698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW3,727350380,654550269,209818599,72800111,444731670,119540050,1180288036,1103120235,77167801,638361097,464759138,1280728709,1240123254,40605455,207797688,1032325566
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW4,677613331,617094409,224300437,60518922,392793972,124650674,1180288036,1103120235,77167801,638361097,464759138,1219365724,1186222475,33143249,158691252,1027531223
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW5,585164551,517936269,161285531,67228282,356650738,91269199,1180288036,1103120235,77167801,638361097,464759138,977809134,918585062,59224072,241966240,676618822
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW55,701335152,632216323,200037172,69118829,432179151,116796088,1180288036,1103120235,77167801,638361097,464759138,1131174741,1073214798,57959943,534097691,539117107
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW6,624032256,559451148,171287706,64581108,388163442,117266158,1180288036,1103120235,77167801,638361097,464759138,992143483,946435718,45707765,248527765,697907953
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW8,668227489,601328329,178245691,66899160,423082638,102267816,1180288036,1103120235,77167801,638361097,464759138,1196839698,1156984240,39855458,275076038,881908202
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW57,BEN_NW9,711571066,645364510,203715947,66206556,441648563,123295653,1180288036,1103120235,77167801,638361097,464759138,1246521228,1203200533,43320695,216389572,986810961
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW10,659034250,616225419,341389446,42808831,274835973,148742961,992143483,946435718,45707765,248527765,697907953,1266198710,1229664069,36534641,328923565,900740504
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW11,541219990,499629009,268512907,41590981,231116102,105124031,992143483,946435718,45707765,248527765,697907953,997123987,950413379,46710608,263905963,686507416
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW12,616574984,574519937,333899149,42055047,240620788,118502927,992143483,946435718,45707765,248527765,697907953,1267506856,1231795407,35711449,227052846,1004742561
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW13,615938511,568647095,287175708,47291416,281471387,128454198,992143483,946435718,45707765,248527765,697907953,1183131254,1138285233,44846021,344174628,794110605
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW14,657298043,612623273,401135738,44674770,211487535,115600802,992143483,946435718,45707765,248527765,697907953,1235716540,1190952996,44763544,177541519,1013411477
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW17,584708941,550125614,314261127,34583327,235864487,127900282,992143483,946435718,45707765,248527765,697907953,1116321554,1085802823,30518731,256140006,829662817
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW18,732586450,691630366,436651805,40956084,254978561,129418900,992143483,946435718,45707765,248527765,697907953,1339364699,1300736006,38628693,242877521,1057858485
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW19,600816511,559036735,351932541,41779776,207104194,117614837,992143483,946435718,45707765,248527765,697907953,1081768306,1036331080,45437226,232322355,804008725
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW20,601515069,547846386,206986438,53668683,340859948,126246504,992143483,946435718,45707765,248527765,697907953,1086271749,1022278981,63992768,541693814,480585167
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW24,561084151,511820820,241821627,49263331,269999193,112293403,992143483,946435718,45707765,248527765,697907953,1159641386,1113494396,46146990,301627698,811866698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW3,634509733,589759838,367812536,44749895,221947302,119705506,992143483,946435718,45707765,248527765,697907953,1280728709,1240123254,40605455,207797688,1032325566
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW4,599187739,561325651,361160829,37862088,200164822,93809818,992143483,946435718,45707765,248527765,697907953,1219365724,1186222475,33143249,158691252,1027531223
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW5,513216491,468456504,246334233,44759987,222122271,79102006,992143483,946435718,45707765,248527765,697907953,977809134,918585062,59224072,241966240,676618822
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW55,684400920,634185498,252518002,50215422,381667496,142950075,992143483,946435718,45707765,248527765,697907953,1131174741,1073214798,57959943,534097691,539117107
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW57,624032256,559451148,171287706,64581108,388163442,117266158,992143483,946435718,45707765,248527765,697907953,1180288036,1103120235,77167801,638361097,464759138
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW8,575775260,533602105,300343751,42173155,233258354,145177283,992143483,946435718,45707765,248527765,697907953,1196839698,1156984240,39855458,275076038,881908202
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW6,BEN_NW9,608985275,564289021,336766573,44696254,227522448,108743969,992143483,946435718,45707765,248527765,697907953,1246521228,1203200533,43320695,216389572,986810961
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW10,743193523,697603320,365451117,45590203,332152203,190978906,1196839698,1156984240,39855458,275076038,881908202,1266198710,1229664069,36534641,328923565,900740504
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW11,626612664,581878545,295247413,44734119,286631132,126661848,1196839698,1156984240,39855458,275076038,881908202,997123987,950413379,46710608,263905963,686507416
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW12,819460428,777899796,491712855,41560632,286186941,169245966,1196839698,1156984240,39855458,275076038,881908202,1267506856,1231795407,35711449,227052846,1004742561
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW13,731709867,685045805,368736232,46664062,316309573,181942387,1196839698,1156984240,39855458,275076038,881908202,1183131254,1138285233,44846021,344174628,794110605
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW14,726134344,678613158,438729970,47521186,239883188,154492051,1196839698,1156984240,39855458,275076038,881908202,1235716540,1190952996,44763544,177541519,1013411477
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW17,670864644,634107492,368864170,36757152,265243322,172321104,1196839698,1156984240,39855458,275076038,881908202,1116321554,1085802823,30518731,256140006,829662817
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW18,807850666,763529060,472163835,44321606,291365225,181407193,1196839698,1156984240,39855458,275076038,881908202,1339364699,1300736006,38628693,242877521,1057858485
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW19,660557592,614539981,372571969,46017611,241968012,140945660,1196839698,1156984240,39855458,275076038,881908202,1081768306,1036331080,45437226,232322355,804008725
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW20,645861910,585551535,192395601,60310375,393155934,114753186,1196839698,1156984240,39855458,275076038,881908202,1086271749,1022278981,63992768,541693814,480585167
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW24,649051667,596829005,298245582,52222662,298583423,169247491,1196839698,1156984240,39855458,275076038,881908202,1159641386,1113494396,46146990,301627698,811866698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW3,681135338,633138326,371242724,47997012,261895602,151691317,1196839698,1156984240,39855458,275076038,881908202,1280728709,1240123254,40605455,207797688,1032325566
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW4,772408360,732903954,488970871,39504406,243933083,182300188,1196839698,1156984240,39855458,275076038,881908202,1219365724,1186222475,33143249,158691252,1027531223
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW5,590187802,539784692,286731419,50403110,253053273,110006105,1196839698,1156984240,39855458,275076038,881908202,977809134,918585062,59224072,241966240,676618822
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW55,651386972,598019097,216744581,53367875,381274516,124605644,1196839698,1156984240,39855458,275076038,881908202,1131174741,1073214798,57959943,534097691,539117107
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW57,668227489,601328329,178245691,66899160,423082638,102267816,1196839698,1156984240,39855458,275076038,881908202,1180288036,1103120235,77167801,638361097,464759138
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW6,575775260,533602105,300343751,42173155,233258354,145177283,1196839698,1156984240,39855458,275076038,881908202,992143483,946435718,45707765,248527765,697907953
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW8,BEN_NW9,796881647,754576233,477839246,42305414,276736987,172778631,1196839698,1156984240,39855458,275076038,881908202,1246521228,1203200533,43320695,216389572,986810961
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW10,735863776,688612223,392743277,47251553,295868946,189880681,1246521228,1203200533,43320695,216389572,986810961,1266198710,1229664069,36534641,328923565,900740504
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW11,677745531,631114174,373171037,46631357,257943137,147203927,1246521228,1203200533,43320695,216389572,986810961,997123987,950413379,46710608,263905963,686507416
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW12,794027453,750149287,498930156,43878166,251219131,140231257,1246521228,1203200533,43320695,216389572,986810961,1267506856,1231795407,35711449,227052846,1004742561
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW13,755727190,708122941,401083030,47604249,307039911,172227039,1246521228,1203200533,43320695,216389572,986810961,1183131254,1138285233,44846021,344174628,794110605
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW14,799384348,750593897,544473971,48790451,206119926,157046725,1246521228,1203200533,43320695,216389572,986810961,1235716540,1190952996,44763544,177541519,1013411477
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW17,712303342,673829083,417844536,38474259,255984547,151179728,1246521228,1203200533,43320695,216389572,986810961,1116321554,1085802823,30518731,256140006,829662817
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW18,750518226,699044573,427321021,51473653,271723552,149819232,1246521228,1203200533,43320695,216389572,986810961,1339364699,1300736006,38628693,242877521,1057858485
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW19,665045026,616045761,378518485,48999265,237527276,103775551,1246521228,1203200533,43320695,216389572,986810961,1081768306,1036331080,45437226,232322355,804008725
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW20,683582446,624314970,248093688,59267476,376221282,151097777,1246521228,1203200533,43320695,216389572,986810961,1086271749,1022278981,63992768,541693814,480585167
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW24,695752688,644314621,370659717,51438067,273654904,165467849,1246521228,1203200533,43320695,216389572,986810961,1159641386,1113494396,46146990,301627698,811866698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW3,721470794,671803496,419724608,49667298,252078888,109693426,1246521228,1203200533,43320695,216389572,986810961,1280728709,1240123254,40605455,207797688,1032325566
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW4,861455400,821468808,612362146,39986592,209106662,126446201,1246521228,1203200533,43320695,216389572,986810961,1219365724,1186222475,33143249,158691252,1027531223
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW5,608678093,554415853,323451392,54262240,230964461,90763813,1246521228,1203200533,43320695,216389572,986810961,977809134,918585062,59224072,241966240,676618822
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW55,687599085,634798768,265420582,52800317,369378186,148555555,1246521228,1203200533,43320695,216389572,986810961,1131174741,1073214798,57959943,534097691,539117107
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW57,711571066,645364510,203715947,66206556,441648563,123295653,1246521228,1203200533,43320695,216389572,986810961,1180288036,1103120235,77167801,638361097,464759138
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW6,608985275,564289021,336766573,44696254,227522448,108743969,1246521228,1203200533,43320695,216389572,986810961,992143483,946435718,45707765,248527765,697907953
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW9,BEN_NW8,796881647,754576233,477839246,42305414,276736987,172778631,1246521228,1203200533,43320695,216389572,986810961,1196839698,1156984240,39855458,275076038,881908202
Ranthambore,Wayanad,Ranthambore-Wayanad,BEN_NW10,BEN_SI1,512543106,440071150,171772111,72471956,268299039,104167906,1266198710,1229664069,36534641,328923565,900740504,897358653,799698739,97659914,345341326,454357413
Ranthambore,Wayanad,Ranthambore-Wayanad,BEN_NW10,BEN_SI11,350076720,319921141,121900966,30155579,198020175,56411459,1266198710,1229664069,36534641,328923565,900740504,641166204,612648765,28517439,241001807,371646958
Ranthambore,Wayanad,Ranthambore-Wayanad,BEN_NW10,BEN_SI2,355128743,340625551,182611215,14503192,158014336,92119615,1266198710,1229664069,36534641,328923565,900740504,650993225,648515374,2477851,140667619,507847755
Ranthambore,Wayanad,Ranthambore-Wayanad,BEN_NW10,BEN_SI3,518584010,451307330,181055463,67276680,270251867,116017989,1266198710,1229664069,36534641,328923565,900740504,931565359,847325564,84239795,345974583,501350981
