res1,res2,pair,ind1,ind2,roh1,roh2,roh3,ind1roh1,ind1roh2,ind2roh1,ind2roh2
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE1,BEN_CI4,588396,0,0,393846751,256700947,351998277,270707157
Kaziranga,Periyar,Kaziranga-Periyar,BEN_NE1,BEN_SI5,1145257,0,0,393846751,256700947,388807649,344660143
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW3,1198566,0,0,393846751,256700947,248403143,207797688
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW10,0,0,0,393846751,256700947,365458206,328923565
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW11,0,0,0,393846751,256700947,310616571,263905963
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW14,0,0,0,393846751,256700947,222305063,177541519
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW18,0,0,0,393846751,256700947,281506214,242877521
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW19,0,0,0,393846751,256700947,277759581,232322355
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW24,0,0,0,393846751,256700947,347774688,301627698
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW5,0,0,0,393846751,256700947,301190312,241966240
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW55,0,0,0,393846751,256700947,592057634,534097691
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW57,0,0,0,393846751,256700947,715528898,638361097
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW6,0,0,0,393846751,256700947,294235530,248527765
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE1,BEN_NW9,0,0,0,393846751,256700947,259710267,216389572
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE2,ZSB_05,32381002,31060762,10565575,309793891,233913209,326718091,246263826
Kaziranga,Kaziranga,Kaziranga-Kaziranga,BEN_NE2,BEN_NE3,389811454,371952002,165715590,309793891,233913209,348824990,277485474
Kaziranga,Kaziranga,Kaziranga-Kaziranga,BEN_NE2,BEN_NE1,550936113,520506452,268211522,309793891,233913209,393846751,256700947
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI4,1108560,1108560,0,309793891,233913209,351998277,270707157
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI5,2113560,1276025,0,309793891,233913209,377525892,289122614
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE2,BEN_SI3,1625485,1359278,0,309793891,233913209,430214378,345974583
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI18,7951264,3199799,0,309793891,233913209,395198516,280261230
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI16,5197178,3566599,0,309793891,233913209,336116191,260165870
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI15,6302629,4901377,0,309793891,233913209,431734746,313676252
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE2,BEN_SI1,5227338,5227338,0,309793891,233913209,443001240,345341326
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE2,ZSB_04,5895906,5315238,0,309793891,233913209,370211960,302302125
Kaziranga,Corbett,Kaziranga-Corbett,BEN_NE2,BEN_NOR1,11006223,5977186,0,309793891,233913209,493462124,396388890
Kaziranga,Lalgarh,Kaziranga-Lalgarh,BEN_NE2,LGS1,10682730,8176129,0,309793891,233913209,504605978,404772144
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE2,ZSB_03,8369834,8369834,0,309793891,233913209,305927069,241409256
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI3,20743359,13235195,0,309793891,233913209,115966378,114426239
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE2,ZSB_02,14061183,13268997,0,309793891,233913209,338557583,260820720
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE2,ZSB_01,32668903,28122584,0,309793891,233913209,343260407,256023333
Kaziranga,Corbett,Kaziranga-Corbett,BEN_NE2,BEN_NOR2,45735462,34351354,0,309793891,233913209,418514715,315997124
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI19,921519,0,0,309793891,233913209,351322149,241812071
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE2,BEN_SI8,1356645,0,0,309793891,233913209,379454962,300308119
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE2,BEN_SI9,1914949,0,0,309793891,233913209,442912449,339499389
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE2,BEN_CI6,2874788,0,0,309793891,233913209,406156567,304633087
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW10,0,0,0,309793891,233913209,365458206,328923565
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW11,0,0,0,309793891,233913209,310616571,263905963
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW12,0,0,0,309793891,233913209,262764295,227052846
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW13,0,0,0,309793891,233913209,389020649,344174628
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW14,0,0,0,309793891,233913209,222305063,177541519
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW17,0,0,0,309793891,233913209,286658737,256140006
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW18,0,0,0,309793891,233913209,281506214,242877521
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW19,0,0,0,309793891,233913209,277759581,232322355
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW24,0,0,0,309793891,233913209,347774688,301627698
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW3,0,0,0,309793891,233913209,248403143,207797688
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW4,0,0,0,309793891,233913209,191834501,158691252
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW5,0,0,0,309793891,233913209,301190312,241966240
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW55,0,0,0,309793891,233913209,592057634,534097691
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW57,0,0,0,309793891,233913209,715528898,638361097
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW6,0,0,0,309793891,233913209,294235530,248527765
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW8,0,0,0,309793891,233913209,314931496,275076038
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE2,BEN_NW9,0,0,0,309793891,233913209,259710267,216389572
Kaziranga,Periyar,Kaziranga-Periyar,BEN_NE2,BEN_SI5,0,0,0,309793891,233913209,388807649,344660143
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE2,BEN_SI6,0,0,0,309793891,233913209,406301442,319674486
Kaziranga,Kaziranga,Kaziranga-Kaziranga,BEN_NE3,BEN_NE2,389811454,371952002,165715590,348824990,277485474,309793891,233913209
Kaziranga,Kaziranga,Kaziranga-Kaziranga,BEN_NE3,BEN_NE1,836819275,816168775,480045861,348824990,277485474,393846751,256700947
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE3,ZSB_01,2167485,1003778,0,348824990,277485474,343260407,256023333
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE3,BEN_SI9,1140113,1140113,0,348824990,277485474,442912449,339499389
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI5,1387871,1387871,0,348824990,277485474,377525892,289122614
Kaziranga,Periyar,Kaziranga-Periyar,BEN_NE3,BEN_SI5,1865807,1390337,0,348824990,277485474,388807649,344660143
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI6,2421018,1696245,0,348824990,277485474,406156567,304633087
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI15,1778276,1778276,0,348824990,277485474,431734746,313676252
Kaziranga,Corbett,Kaziranga-Corbett,BEN_NE3,BEN_NOR1,4434160,2672760,0,348824990,277485474,493462124,396388890
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE3,BEN_SI1,3798932,3007453,0,348824990,277485474,443001240,345341326
Kaziranga,Lalgarh,Kaziranga-Lalgarh,BEN_NE3,LGS1,4736374,3113306,0,348824990,277485474,504605978,404772144
Kaziranga,Corbett,Kaziranga-Corbett,BEN_NE3,BEN_NOR2,4068532,3134707,0,348824990,277485474,418514715,315997124
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE3,ZSB_02,3489111,3489111,0,348824990,277485474,338557583,260820720
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE3,ZSB_05,4920078,3930038,0,348824990,277485474,326718091,246263826
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI3,10764621,5524247,0,348824990,277485474,115966378,114426239
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW13,227480,0,0,348824990,277485474,389020649,344174628
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE3,BEN_SI6,322601,0,0,348824990,277485474,406301442,319674486
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI18,803768,0,0,348824990,277485474,395198516,280261230
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE3,BEN_SI3,969775,0,0,348824990,277485474,430214378,345974583
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI4,1028367,0,0,348824990,277485474,351998277,270707157
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI16,1220110,0,0,348824990,277485474,336116191,260165870
Kaziranga,Kanha,Kaziranga-Kanha,BEN_NE3,BEN_CI19,0,0,0,348824990,277485474,351322149,241812071
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW10,0,0,0,348824990,277485474,365458206,328923565
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW11,0,0,0,348824990,277485474,310616571,263905963
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW12,0,0,0,348824990,277485474,262764295,227052846
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW14,0,0,0,348824990,277485474,222305063,177541519
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW17,0,0,0,348824990,277485474,286658737,256140006
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW18,0,0,0,348824990,277485474,281506214,242877521
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW19,0,0,0,348824990,277485474,277759581,232322355
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW24,0,0,0,348824990,277485474,347774688,301627698
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW3,0,0,0,348824990,277485474,248403143,207797688
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW4,0,0,0,348824990,277485474,191834501,158691252
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW5,0,0,0,348824990,277485474,301190312,241966240
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW55,0,0,0,348824990,277485474,592057634,534097691
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW57,0,0,0,348824990,277485474,715528898,638361097
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW6,0,0,0,348824990,277485474,294235530,248527765
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW8,0,0,0,348824990,277485474,314931496,275076038
Kaziranga,Ranthambore,Kaziranga-Ranthambore,BEN_NE3,BEN_NW9,0,0,0,348824990,277485474,259710267,216389572
Kaziranga,Wayanad,Kaziranga-Wayanad,BEN_NE3,BEN_SI8,0,0,0,348824990,277485474,379454962,300308119
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE3,ZSB_03,0,0,0,348824990,277485474,305927069,241409256
Kaziranga,Zoo,Kaziranga-Zoo,BEN_NE3,ZSB_04,0,0,0,348824990,277485474,370211960,302302125
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI16,60124404,57797793,11965255,504605978,404772144,336116191,260165870
Lalgarh,Zoo,Lalgarh-Zoo,LGS1,ZSB_02,31825833,31825833,12678726,504605978,404772144,338557583,260820720
Lalgarh,Zoo,Lalgarh-Zoo,LGS1,ZSB_05,47648975,47648975,29816864,504605978,404772144,326718091,246263826
Lalgarh,Zoo,Lalgarh-Zoo,LGS1,ZSB_01,88500713,85507695,30312966,504605978,404772144,343260407,256023333
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI5,607144244,601035007,338977367,504605978,404772144,377525892,289122614
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW8,1036324,1036324,0,504605978,404772144,314931496,275076038
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW5,1917645,1148156,0,504605978,404772144,301190312,241966240
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW6,1177353,1177353,0,504605978,404772144,294235530,248527765
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW3,1728801,1244377,0,504605978,404772144,248403143,207797688
Lalgarh,Wayanad,Lalgarh-Wayanad,LGS1,BEN_SI9,1299448,1299448,0,504605978,404772144,442912449,339499389
Lalgarh,Wayanad,Lalgarh-Wayanad,LGS1,BEN_SI3,1509637,1509637,0,504605978,404772144,430214378,345974583
Lalgarh,Wayanad,Lalgarh-Wayanad,LGS1,BEN_SI1,3666127,1515876,0,504605978,404772144,443001240,345341326
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW18,2590653,2590653,0,504605978,404772144,281506214,242877521
Lalgarh,Corbett,Lalgarh-Corbett,LGS1,BEN_NOR1,4039245,2858021,0,504605978,404772144,493462124,396388890
Lalgarh,Wayanad,Lalgarh-Wayanad,LGS1,BEN_SI6,4558931,2912608,0,504605978,404772144,406301442,319674486
Lalgarh,Kaziranga,Lalgarh-Kaziranga,LGS1,BEN_NE3,4736374,3113306,0,504605978,404772144,348824990,277485474
Lalgarh,Periyar,Lalgarh-Periyar,LGS1,BEN_SI5,3752085,3468383,0,504605978,404772144,388807649,344660143
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW11,3784788,3784788,0,504605978,404772144,310616571,263905963
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW10,4125441,4125441,0,504605978,404772144,365458206,328923565
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW13,4436627,4436627,0,504605978,404772144,389020649,344174628
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW55,4635050,4635050,0,504605978,404772144,592057634,534097691
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW24,6197612,5291349,0,504605978,404772144,347774688,301627698
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW14,6385478,6385478,0,504605978,404772144,222305063,177541519
Lalgarh,Kaziranga,Lalgarh-Kaziranga,LGS1,BEN_NE1,9458771,7835318,0,504605978,404772144,393846751,256700947
Lalgarh,Kaziranga,Lalgarh-Kaziranga,LGS1,BEN_NE2,10682730,8176129,0,504605978,404772144,309793891,233913209
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI19,10420691,9320273,0,504605978,404772144,351322149,241812071
Lalgarh,Zoo,Lalgarh-Zoo,LGS1,ZSB_03,10220749,10220749,0,504605978,404772144,305927069,241409256
Lalgarh,Zoo,Lalgarh-Zoo,LGS1,ZSB_04,12263229,11339158,0,504605978,404772144,370211960,302302125
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW57,12925361,12925361,0,504605978,404772144,715528898,638361097
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI4,23863763,22375992,0,504605978,404772144,351998277,270707157
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI6,23282650,23282650,0,504605978,404772144,406156567,304633087
Lalgarh,Corbett,Lalgarh-Corbett,LGS1,BEN_NOR2,33003009,27762232,0,504605978,404772144,418514715,315997124
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI3,35162945,29083099,0,504605978,404772144,115966378,114426239
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI18,66843678,64932507,0,504605978,404772144,395198516,280261230
Lalgarh,Kanha,Lalgarh-Kanha,LGS1,BEN_CI15,67915700,65070710,0,504605978,404772144,431734746,313676252
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW19,769489,0,0,504605978,404772144,277759581,232322355
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW17,789941,0,0,504605978,404772144,286658737,256140006
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW9,887850,0,0,504605978,404772144,259710267,216389572
Lalgarh,Wayanad,Lalgarh-Wayanad,LGS1,BEN_SI8,1503540,0,0,504605978,404772144,379454962,300308119
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW12,0,0,0,504605978,404772144,262764295,227052846
Lalgarh,Ranthambore,Lalgarh-Ranthambore,LGS1,BEN_NW4,0,0,0,504605978,404772144,191834501,158691252
Periyar,Wayanad,Periyar-Wayanad,BEN_SI5,BEN_SI8,4068808,1041716,0,388807649,344660143,379454962,300308119
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI19,1154936,1154936,0,388807649,344660143,351322149,241812071
Periyar,Kaziranga,Periyar-Kaziranga,BEN_SI5,BEN_NE3,1865807,1390337,0,388807649,344660143,348824990,277485474
Periyar,Zoo,Periyar-Zoo,BEN_SI5,ZSB_04,1432812,1432812,0,388807649,344660143,370211960,302302125
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI15,1444006,1444006,0,388807649,344660143,431734746,313676252
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI16,3301236,1854701,0,388807649,344660143,336116191,260165870
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW17,2111204,2111204,0,388807649,344660143,286658737,256140006
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW19,2738392,2738392,0,388807649,344660143,277759581,232322355
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI3,5098175,2849379,0,388807649,344660143,115966378,114426239
Periyar,Lalgarh,Periyar-Lalgarh,BEN_SI5,LGS1,3752085,3468383,0,388807649,344660143,504605978,404772144
Periyar,Zoo,Periyar-Zoo,BEN_SI5,ZSB_01,5064936,4133328,0,388807649,344660143,343260407,256023333
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI5,6585175,6585175,0,388807649,344660143,377525892,289122614
Periyar,Wayanad,Periyar-Wayanad,BEN_SI5,BEN_SI3,12578886,8054532,0,388807649,344660143,430214378,345974583
Periyar,Wayanad,Periyar-Wayanad,BEN_SI5,BEN_SI9,16227147,9673832,0,388807649,344660143,442912449,339499389
Periyar,Wayanad,Periyar-Wayanad,BEN_SI5,BEN_SI6,25275712,21600018,0,388807649,344660143,406301442,319674486
Periyar,Wayanad,Periyar-Wayanad,BEN_SI5,BEN_SI1,26943249,23347869,0,388807649,344660143,443001240,345341326
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI18,636234,0,0,388807649,344660143,395198516,280261230
Periyar,Kaziranga,Periyar-Kaziranga,BEN_SI5,BEN_NE1,1145257,0,0,388807649,344660143,393846751,256700947
Periyar,Corbett,Periyar-Corbett,BEN_SI5,BEN_NOR1,1330768,0,0,388807649,344660143,493462124,396388890
Periyar,Corbett,Periyar-Corbett,BEN_SI5,BEN_NOR2,1768459,0,0,388807649,344660143,418514715,315997124
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI4,0,0,0,388807649,344660143,351998277,270707157
Periyar,Kanha,Periyar-Kanha,BEN_SI5,BEN_CI6,0,0,0,388807649,344660143,406156567,304633087
Periyar,Kaziranga,Periyar-Kaziranga,BEN_SI5,BEN_NE2,0,0,0,388807649,344660143,309793891,233913209
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW10,0,0,0,388807649,344660143,365458206,328923565
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW11,0,0,0,388807649,344660143,310616571,263905963
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW12,0,0,0,388807649,344660143,262764295,227052846
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW13,0,0,0,388807649,344660143,389020649,344174628
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW14,0,0,0,388807649,344660143,222305063,177541519
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW18,0,0,0,388807649,344660143,281506214,242877521
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW24,0,0,0,388807649,344660143,347774688,301627698
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW3,0,0,0,388807649,344660143,248403143,207797688
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW4,0,0,0,388807649,344660143,191834501,158691252
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW5,0,0,0,388807649,344660143,301190312,241966240
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW55,0,0,0,388807649,344660143,592057634,534097691
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW57,0,0,0,388807649,344660143,715528898,638361097
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW6,0,0,0,388807649,344660143,294235530,248527765
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW8,0,0,0,388807649,344660143,314931496,275076038
Periyar,Ranthambore,Periyar-Ranthambore,BEN_SI5,BEN_NW9,0,0,0,388807649,344660143,259710267,216389572
Periyar,Zoo,Periyar-Zoo,BEN_SI5,ZSB_02,0,0,0,388807649,344660143,338557583,260820720
Periyar,Zoo,Periyar-Zoo,BEN_SI5,ZSB_03,0,0,0,388807649,344660143,305927069,241409256
Periyar,Zoo,Periyar-Zoo,BEN_SI5,ZSB_05,0,0,0,388807649,344660143,326718091,246263826
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI16,11115084,11115084,11115084,365458206,328923565,336116191,260165870
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW57,290589892,290400676,158208541,365458206,328923565,715528898,638361097
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW5,762233434,762233434,451415172,365458206,328923565,301190312,241966240
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW55,752415107,751505257,583655351,365458206,328923565,592057634,534097691
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW6,840432012,840432012,617354925,365458206,328923565,294235530,248527765
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW18,917376305,917376305,667879023,365458206,328923565,281506214,242877521
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW17,844215226,843265238,670642845,365458206,328923565,286658737,256140006
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW11,924334472,923567057,684961290,365458206,328923565,310616571,263905963
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW24,875868319,875384339,691306679,365458206,328923565,347774688,301627698
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW3,908150329,907344760,703968574,365458206,328923565,248403143,207797688
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW13,1035633861,1035633861,753476591,365458206,328923565,389020649,344174628
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW19,1077018858,1076422420,811585635,365458206,328923565,277759581,232322355
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW4,1010285476,1010285476,830216361,365458206,328923565,191834501,158691252
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW14,1108889448,1108068896,875031696,365458206,328923565,222305063,177541519
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW8,1061634791,1061634791,892250009,365458206,328923565,314931496,275076038
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW9,1101482372,1100763600,893078624,365458206,328923565,259710267,216389572
Ranthambore,Ranthambore,Ranthambore-Ranthambore,BEN_NW10,BEN_NW12,1517888711,1517888711,1448073383,365458206,328923565,262764295,227052846
Ranthambore,Wayanad,Ranthambore-Wayanad,BEN_NW10,BEN_SI6,1240960,1240960,0,365458206,328923565,406301442,319674486
Ranthambore,Corbett,Ranthambore-Corbett,BEN_NW10,BEN_NOR2,1378342,1378342,0,365458206,328923565,418514715,315997124
Ranthambore,Wayanad,Ranthambore-Wayanad,BEN_NW10,BEN_SI8,1401303,1401303,0,365458206,328923565,379454962,300308119
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI6,1583786,1583786,0,365458206,328923565,406156567,304633087
Ranthambore,Zoo,Ranthambore-Zoo,BEN_NW10,ZSB_02,1776590,1776590,0,365458206,328923565,338557583,260820720
Ranthambore,Wayanad,Ranthambore-Wayanad,BEN_NW10,BEN_SI1,1876106,1876106,0,365458206,328923565,443001240,345341326
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI18,2514604,2514604,0,365458206,328923565,395198516,280261230
Ranthambore,Lalgarh,Ranthambore-Lalgarh,BEN_NW10,LGS1,4125441,4125441,0,365458206,328923565,504605978,404772144
Ranthambore,Zoo,Ranthambore-Zoo,BEN_NW10,ZSB_01,11819377,11819377,0,365458206,328923565,343260407,256023333
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI15,0,0,0,365458206,328923565,431734746,313676252
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI19,0,0,0,365458206,328923565,351322149,241812071
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI3,0,0,0,365458206,328923565,115966378,114426239
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI4,0,0,0,365458206,328923565,351998277,270707157
Ranthambore,Kanha,Ranthambore-Kanha,BEN_NW10,BEN_CI5,0,0,0,365458206,328923565,377525892,289122614
Ranthambore,Kaziranga,Ranthambore-Kaziranga,BEN_NW10,BEN_NE1,0,0,0,365458206,328923565,393846751,256700947
Ranthambore,Kaziranga,Ranthambore-Kaziranga,BEN_NW10,BEN_NE2,0,0,0,365458206,328923565,309793891,233913209
Ranthambore,Kaziranga,Ranthambore-Kaziranga,BEN_NW10,BEN_NE3,0,0,0,365458206,328923565,348824990,277485474
Ranthambore,Corbett,Ranthambore-Corbett,BEN_NW10,BEN_NOR1,0,0,0,365458206,328923565,493462124,396388890
